RIC;Timestamp;Venue;Volume;VWAP;Bid;Ask
SHEL.L;27-Sep-2024 09:05:21.656;XLON;48;2,419.8916;2,418.0000;2,419.0000
SHEL.L;27-Sep-2024 09:05:21.022;SINT;3;;;
SHEL.L;27-Sep-2024 09:05:20.547;SINT;;2,419.8920;2,418.0000;2,419.0000
SHEL.L;27-Sep-2024 09:05:20.242;SINT;;2,419.8920;2,418.0000;2,419.0000
SHEL.L;27-Sep-2024 09:05:18.729;SINT;;;;
SHEL.L;27-Sep-2024 09:05:18.460;XLON;200;2,419.8933;2,418.5000;2,420.0000
SHEL.L;27-Sep-2024 09:05:18.460;XLON;200;2,419.8947;2,418.5000;2,420.0000
SHEL.L;27-Sep-2024 09:05:18.460;XLON;857;2,419.9005;2,418.5000;2,420.0000
SHEL.L;27-Sep-2024 09:05:18.460;XLON;252;2,419.9022;2,418.5000;2,420.0000
SHEL.L;27-Sep-2024 09:05:18.149;SINT;;;;
SHEL.L;27-Sep-2024 09:05:17.972;SINT;;2,419.9022;2,418.5000;2,420.0000
SHEL.L;27-Sep-2024 09:05:13.810;SINT;;2,419.9022;2,418.5000;2,420.0000
SHEL.L;27-Sep-2024 09:05:12.161;SINT;;2,419.9022;2,418.5000;2,420.0000
SHEL.L;27-Sep-2024 09:05:12.161;SINT;;2,419.9022;2,418.5000;2,420.0000
SHEL.L;27-Sep-2024 09:05:10.417;SINT;2;2,419.9022;2,418.5000;2,420.0000
SHEL.L;27-Sep-2024 09:05:10.040;SINT;;2,419.9022;2,418.5000;2,420.0000
SHEL.L;27-Sep-2024 09:05:09.762;XLON;517;2,419.9032;2,419.5000;2,420.5000
SHEL.L;27-Sep-2024 09:05:09.762;XLON;1,852;2,419.9068;2,419.5000;2,420.5000
SHEL.L;27-Sep-2024 09:05:09.113;SINT;;;;
SHEL.L;27-Sep-2024 09:05:07.063;SINT;;2,419.9068;2,419.5000;2,420.5000
SHEL.L;27-Sep-2024 09:05:05.793;XLON;507;2,419.9066;2,420.0000;2,421.0000
SHEL.L;27-Sep-2024 09:05:05.793;XLON;1,722;2,419.9058;2,420.0000;2,421.0000
SHEL.L;27-Sep-2024 09:05:04.623;SINT;;2,419.9058;2,420.0000;2,421.0000
SHEL.L;27-Sep-2024 09:05:04.590;SINT;1;;;
SHEL.L;27-Sep-2024 09:05:03.074;XLON;43;2,419.9058;2,420.0000;2,421.0000
SHEL.L;27-Sep-2024 09:05:03.051;XLON;4;2,419.9058;2,420.0000;2,421.0000
SHEL.L;27-Sep-2024 09:05:03.044;XLON;48;2,419.9058;2,420.0000;2,421.0000
SHEL.L;27-Sep-2024 09:05:03.019;XLON;35;2,419.9058;2,420.0000;2,421.0000
SHEL.L;27-Sep-2024 09:05:03.004;XLON;419;2,419.9056;2,420.0000;2,421.0000
SHEL.L;27-Sep-2024 09:05:02.962;XLON;311;2,419.9046;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:05:02.962;XLON;1;2,419.9046;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:05:02.716;XLON;86;2,419.9046;2,420.0000;2,421.0000
SHEL.L;27-Sep-2024 09:05:01.712;SINT;;;;
SHEL.L;27-Sep-2024 09:05:00.230;SINT;43;;;
SHEL.L;27-Sep-2024 09:05:00.230;SINT;43;;;
SHEL.L;27-Sep-2024 09:05:00.126;XLON;932;2,419.9011;2,420.5000;2,421.5000
SHEL.L;27-Sep-2024 09:05:00.126;XLON;534;2,419.8995;2,420.5000;2,421.5000
SHEL.L;27-Sep-2024 09:05:00.126;XLON;849;2,419.8970;2,420.5000;2,421.5000
SHEL.L;27-Sep-2024 09:05:00.126;XLON;1,801;2,419.8914;2,420.5000;2,421.5000
SHEL.L;27-Sep-2024 09:05:00.126;XLON;450;2,419.8901;2,420.5000;2,421.5000
SHEL.L;27-Sep-2024 09:04:59.230;XLON;85;2,419.8901;2,420.5000;2,421.5000
SHEL.L;27-Sep-2024 09:04:55.521;SINT;5;2,419.8897;2,420.5000;2,421.5000
BNPP.PA;27-Sep-2024 09:04:54.811;;67;62.9774;62.8600;62.8800
BNPP.PA;27-Sep-2024 09:04:52.342;;320;62.9776;62.8700;62.9000
BNPP.PA;27-Sep-2024 09:04:52.342;;121;62.9783;62.8700;62.9000
BNPP.PA;27-Sep-2024 09:04:52.262;;50;62.9786;62.8800;62.9100
BNPP.PA;27-Sep-2024 09:04:50.823;;81;62.9787;62.9200;62.9400
BNPP.PA;27-Sep-2024 09:04:50.788;;121;62.9789;62.9200;62.9300
BNPP.PA;27-Sep-2024 09:04:50.788;;26;62.9791;62.9200;62.9300
BNPP.PA;27-Sep-2024 09:04:50.788;;8;62.9791;62.9200;62.9300
BNPP.PA;27-Sep-2024 09:04:50.788;;101;62.9791;62.9200;62.9300
BNPP.PA;27-Sep-2024 09:04:50.787;;219;62.9793;62.9000;62.9200
BNPP.PA;27-Sep-2024 09:04:50.787;;30;62.9796;62.9000;62.9200
SHEL.L;27-Sep-2024 09:04:50.298;XLON;1,454;2,419.8814;2,421.0000;2,422.0000
SHEL.L;27-Sep-2024 09:04:50.298;XLON;1,801;2,419.8709;2,421.0000;2,422.0000
SHEL.L;27-Sep-2024 09:04:48.534;XLON;20;2,419.8708;2,421.0000;2,422.0000
SHEL.L;27-Sep-2024 09:04:48.522;XLON;325;2,419.8689;2,421.0000;2,422.0000
SHEL.L;27-Sep-2024 09:04:48.455;XLON;681;2,419.8649;2,421.0000;2,422.0000
SHEL.L;27-Sep-2024 09:04:48.455;XLON;1,801;2,419.8541;2,421.0000;2,422.0000
SHEL.L;27-Sep-2024 09:04:46.962;XLON;243;2,419.8541;2,421.0000;2,422.0000
SHEL.L;27-Sep-2024 09:04:46.060;XLON;1,191;2,419.8412;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:04:46.060;XLON;1,136;2,419.8312;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:04:46.059;XLON;349;2,419.8280;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:04:45.745;SINT;2;;;
BNPP.PA;27-Sep-2024 09:04:45.025;;115;62.9797;62.9300;62.9600
SHEL.L;27-Sep-2024 09:04:42.844;XLON;9;2,419.8280;2,421.5000;2,422.5000
BNPP.PA;27-Sep-2024 09:04:39.930;;2;62.9798;62.9500;62.9700
BNPP.PA;27-Sep-2024 09:04:39.908;;121;62.9798;62.9500;62.9800
SHEL.L;27-Sep-2024 09:04:39.372;XLON;921;2,419.8279;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:04:37.255;XLON;205;2,419.8187;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:04:32.781;XLON;40;2,419.8162;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:04:27.468;XLON;83;2,419.8158;2,421.5000;2,422.5000
BNPP.PA;27-Sep-2024 09:04:21.858;;65;62.9799;62.9700;63.0000
BNPP.PA;27-Sep-2024 09:04:21.837;;22;62.9798;62.9700;63.0000
BNPP.PA;27-Sep-2024 09:04:21.837;;89;62.9798;62.9700;63.0000
BNPP.PA;27-Sep-2024 09:04:21.837;;8;62.9798;62.9700;63.0000
BNPP.PA;27-Sep-2024 09:04:21.834;;121;62.9798;62.9600;62.9900
SHEL.L;27-Sep-2024 09:04:18.091;SINT;4;2,419.8149;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:04:17.220;SINT;289;;;
SHEL.L;27-Sep-2024 09:04:17.220;SINT;446;;;
SHEL.L;27-Sep-2024 09:04:16.963;XLON;69;2,419.8140;2,422.0000;2,422.5000
SHEL.L;27-Sep-2024 09:04:16.936;XLON;418;2,419.8091;2,422.0000;2,422.5000
SHEL.L;27-Sep-2024 09:04:16.899;XLON;1,323;2,419.7933;2,422.0000;2,423.0000
SHEL.L;27-Sep-2024 09:04:16.899;XLON;83;2,419.7923;2,422.0000;2,423.0000
SHEL.L;27-Sep-2024 09:04:16.898;XLON;2,500;2,419.7619;2,422.0000;2,423.0000
SHEL.L;27-Sep-2024 09:04:13.761;XLON;30;2,419.7619;2,422.0000;2,423.0000
SHEL.L;27-Sep-2024 09:04:12.588;SINT;;;;
SHEL.L;27-Sep-2024 09:04:10.637;XLON;50;2,419.7614;2,422.0000;2,423.0000
SHEL.L;27-Sep-2024 09:04:10.637;SINT;10;2,419.7607;2,422.0000;2,423.0000
SHEL.L;27-Sep-2024 09:04:07.416;XLON;179;2,419.7574;2,422.0000;2,423.0000
SHEL.L;27-Sep-2024 09:04:07.416;XLON;450;2,419.7493;2,422.0000;2,423.0000
SHEL.L;27-Sep-2024 09:04:05.701;XLON;34;2,419.7493;2,421.5000;2,423.0000
BNPP.PA;27-Sep-2024 09:04:03.642;;122;62.9798;62.9700;63.0000
BNPP.PA;27-Sep-2024 09:04:03.638;;116;62.9798;62.9800;63.0000
BNPP.PA;27-Sep-2024 09:04:03.638;;117;62.9798;62.9800;63.0000
BNPP.PA;27-Sep-2024 09:04:03.638;;121;62.9797;62.9800;63.0000
SHEL.L;27-Sep-2024 09:04:00.869;XLON;206;2,419.7488;2,421.5000;2,423.0000
SHEL.L;27-Sep-2024 09:04:00.470;XLON;994;2,419.7459;2,421.5000;2,423.0000
SHEL.L;27-Sep-2024 09:03:58.709;XLON;12;2,419.7328;2,421.5000;2,422.5000
BNPP.PA;27-Sep-2024 09:03:57.336;;70;62.9796;62.9800;63.0200
BNPP.PA;27-Sep-2024 09:03:57.329;;87;62.9796;62.9700;63.0100
BNPP.PA;27-Sep-2024 09:03:57.320;;87;62.9795;62.9700;63.0000
BNPP.PA;27-Sep-2024 09:03:57.312;;122;62.9795;62.9700;62.9900
BNPP.PA;27-Sep-2024 09:03:57.298;;122;62.9795;62.9800;63.0000
BNPP.PA;27-Sep-2024 09:03:57.298;;122;62.9795;62.9800;63.0100
SHEL.L;27-Sep-2024 09:03:57.259;XLON;494;2,419.7328;2,421.0000;2,422.0000
SHEL.L;27-Sep-2024 09:03:57.258;XLON;553;2,419.7266;2,421.0000;2,422.0000
BNPP.PA;27-Sep-2024 09:03:53.089;;122;62.9794;62.9800;63.0100
SHEL.L;27-Sep-2024 09:03:53.038;XLON;311;2,419.7164;2,421.5000;2,422.0000
SHEL.L;27-Sep-2024 09:03:53.019;XLON;472;2,419.7117;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:53.019;XLON;833;2,419.7033;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:53.019;XLON;1,111;2,419.6919;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:53.018;XLON;450;2,419.6873;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:52.553;SINT;200;;;
SHEL.L;27-Sep-2024 09:03:50.180;SINT;1;2,419.6873;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:50.180;SINT;2;2,419.6872;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:48.153;SINT;12;2,419.6872;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:43.833;XLON;9;2,419.6870;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:39.080;XLON;246;2,419.6844;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:39.032;XLON;303;2,419.6795;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:39.032;XLON;229;2,419.6758;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:39.032;XLON;450;2,419.6685;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:39.031;XLON;405;2,419.6619;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:39.031;XLON;127;2,419.6598;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:39.031;XLON;80;2,419.6585;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:39.031;XLON;6;2,419.6584;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:37.498;XLON;38;2,419.6584;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:34.837;XLON;247;2,419.6538;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:34.837;XLON;253;2,419.6496;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:34.648;XLON;450;2,419.6435;2,422.0000;2,422.5000
SHEL.L;27-Sep-2024 09:03:34.647;XLON;85;2,419.6420;2,422.5000;2,423.0000
SHEL.L;27-Sep-2024 09:03:34.647;XLON;154;2,419.6395;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:34.647;XLON;361;2,419.6335;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:34.647;XLON;457;2,419.6258;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:34.647;XLON;429;2,419.6186;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:34.646;XLON;437;2,419.6112;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:34.641;XLON;238;2,419.6072;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:34.640;XLON;262;2,419.6027;2,421.5000;2,422.5000
SHEL.L;27-Sep-2024 09:03:34.336;XLON;450;2,419.5964;2,422.0000;2,422.5000
SHEL.L;27-Sep-2024 09:03:34.336;XLON;1,112;2,419.5805;2,422.0000;2,422.5000
SHEL.L;27-Sep-2024 09:03:34.335;XLON;196;2,419.5777;2,422.0000;2,422.5000
BNPP.PA;27-Sep-2024 09:03:33.716;;61;62.9794;63.0100;63.0400
BNPP.PA;27-Sep-2024 09:03:33.716;;65;62.9793;63.0100;63.0400
BNPP.PA;27-Sep-2024 09:03:33.702;;100;62.9792;63.0100;63.0400
BNPP.PA;27-Sep-2024 09:03:33.690;;87;62.9791;63.0000;63.0400
BNPP.PA;27-Sep-2024 09:03:33.689;;62;62.9790;63.0100;63.0300
BNPP.PA;27-Sep-2024 09:03:33.678;;13;62.9789;63.0100;63.0400
BNPP.PA;27-Sep-2024 09:03:33.678;;8;62.9789;63.0100;63.0400
BNPP.PA;27-Sep-2024 09:03:33.678;;66;62.9789;63.0100;63.0400
BNPP.PA;27-Sep-2024 09:03:33.678;;63;62.9788;63.0100;63.0400
BNPP.PA;27-Sep-2024 09:03:33.678;;123;62.9787;63.0100;63.0400
BNPP.PA;27-Sep-2024 09:03:33.677;;59;62.9786;63.0100;63.0400
BNPP.PA;27-Sep-2024 09:03:33.677;;87;62.9785;63.0100;63.0400
BNPP.PA;27-Sep-2024 09:03:33.609;;7;62.9784;63.0200;63.0600
SHEL.L;27-Sep-2024 09:03:30.394;SINT;2;2,419.5777;2,422.0000;2,422.5000
SHEL.L;27-Sep-2024 09:03:28.884;SINT;18;2,419.5776;2,422.0000;2,422.5000
SHEL.L;27-Sep-2024 09:03:27.233;XLON;412;2,419.5773;2,422.0000;2,422.5000
SHEL.L;27-Sep-2024 09:03:25.601;SINT;;2,419.5718;2,422.0000;2,422.5000
SHEL.L;27-Sep-2024 09:03:25.474;XLON;45;2,419.5711;2,421.5000;2,422.0000
SHEL.L;27-Sep-2024 09:03:25.473;XLON;178;2,419.5685;2,421.5000;2,422.0000
SHEL.L;27-Sep-2024 09:03:25.473;XLON;3;2,419.5685;2,422.0000;2,422.5000
SHEL.L;27-Sep-2024 09:03:25.473;XLON;178;2,419.5659;2,422.0000;2,422.5000
SHEL.L;27-Sep-2024 09:03:25.472;XLON;405;2,419.5600;2,421.5000;2,422.0000
BNPP.PA;27-Sep-2024 09:03:24.210;;7;62.9784;63.0200;63.0500
SHEL.L;27-Sep-2024 09:03:23.251;XLON;55;2,419.5600;2,421.5000;2,422.0000
SHEL.L;27-Sep-2024 09:03:17.125;XLON;199;2,419.5570;2,420.5000;2,421.5000
SHEL.L;27-Sep-2024 09:03:17.125;XLON;456;2,419.5517;2,420.5000;2,421.5000
SHEL.L;27-Sep-2024 09:03:16.863;XLON;303;2,419.5490;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:03:16.862;XLON;131;2,419.5479;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:03:16.862;XLON;177;2,419.5463;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:03:16.862;XLON;140;2,419.5451;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:03:16.862;XLON;450;2,419.5411;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:03:16.861;XLON;500;2,419.5367;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:03:16.861;XLON;282;2,419.5342;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:03:16.860;XLON;8;2,419.5341;2,420.5000;2,421.0000
BNPP.PA;27-Sep-2024 09:03:16.494;;7;62.9783;63.0000;63.0300
BNPP.PA;27-Sep-2024 09:03:14.924;;90;62.9783;63.0200;63.0400
BNPP.PA;27-Sep-2024 09:03:14.923;;77;62.9782;63.0100;63.0400
SHEL.L;27-Sep-2024 09:03:12.244;XLON;3;2,419.5341;2,420.5000;2,421.0000
BNPP.PA;27-Sep-2024 09:03:11.691;;60;62.9781;63.0300;63.0800
BNPP.PA;27-Sep-2024 09:03:11.691;;87;62.9780;63.0300;63.0800
SHEL.L;27-Sep-2024 09:03:10.400;XLON;31;2,419.5341;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:03:10.400;XLON;19;2,419.5339;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:03:10.385;XLON;6;2,419.5338;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:03:10.365;XLON;3;2,419.5338;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:03:10.352;XLON;48;2,419.5337;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:03:10.338;XLON;24;2,419.5333;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:03:10.300;XLON;424;2,419.5308;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:03:10.300;XLON;100;2,419.5302;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:03:07.657;XLON;50;2,419.5302;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:03:06.980;XLON;52;2,419.5299;2,420.5000;2,421.0000
BNPP.PA;27-Sep-2024 09:03:01.983;;7;62.9778;63.0100;63.0400
BNPP.PA;27-Sep-2024 09:03:00.414;;17;62.9778;63.0200;63.0500
BNPP.PA;27-Sep-2024 09:03:00.413;;125;62.9778;63.0200;63.0500
BNPP.PA;27-Sep-2024 09:03:00.413;;67;62.9776;63.0200;63.0500
SHEL.L;27-Sep-2024 09:03:00.040;SINT;20;2,419.5295;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:02:56.868;SINT;;;;
SHEL.L;27-Sep-2024 09:02:51.162;XLON;141;2,419.5285;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:02:51.111;XLON;100;2,419.5285;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:02:51.111;XLON;455;2,419.5279;2,420.0000;2,421.0000
SHEL.L;27-Sep-2024 09:02:51.111;XLON;423;2,419.5252;2,420.5000;2,421.5000
SHEL.L;27-Sep-2024 09:02:51.111;XLON;427;2,419.5226;2,420.5000;2,421.5000
SHEL.L;27-Sep-2024 09:02:51.111;XLON;100;2,419.5201;2,420.5000;2,421.5000
SHEL.L;27-Sep-2024 09:02:51.006;XLON;610;2,419.5139;2,420.5000;2,421.0000
SHEL.L;27-Sep-2024 09:02:50.048;XLON;41;2,419.5135;2,420.0000;2,421.0000
SHEL.L;27-Sep-2024 09:02:50.047;XLON;459;2,419.5092;2,420.0000;2,421.0000
BNPP.PA;27-Sep-2024 09:02:49.208;;100;62.9775;63.0400;63.0600
SHEL.L;27-Sep-2024 09:02:49.063;XLON;259;2,419.5068;2,420.0000;2,421.0000
SHEL.L;27-Sep-2024 09:02:49.063;XLON;450;2,419.5026;2,420.0000;2,421.0000
SHEL.L;27-Sep-2024 09:02:49.062;XLON;603;2,419.4970;2,420.0000;2,421.0000
SHEL.L;27-Sep-2024 09:02:49.062;XLON;1,398;2,419.4837;2,420.0000;2,421.0000
SHEL.L;27-Sep-2024 09:02:49.062;XLON;642;2,419.4795;2,420.0000;2,420.5000
SHEL.L;27-Sep-2024 09:02:47.937;XLON;405;2,419.4769;2,419.5000;2,420.5000
SHEL.L;27-Sep-2024 09:02:47.937;XLON;1,774;2,419.4652;2,419.5000;2,420.5000
SHEL.L;27-Sep-2024 09:02:47.936;XLON;422;2,419.4624;2,419.5000;2,420.5000
SHEL.L;27-Sep-2024 09:02:47.936;XLON;1,480;2,419.4524;2,419.5000;2,420.5000
SHEL.L;27-Sep-2024 09:02:47.936;XLON;438;2,419.4494;2,419.5000;2,420.5000
BNPP.PA;27-Sep-2024 09:02:41.529;;8;62.9772;63.0400;63.0600
BNPP.PA;27-Sep-2024 09:02:41.529;;125;62.9772;63.0400;63.0600
BNPP.PA;27-Sep-2024 09:02:41.529;;70;62.9769;63.0400;63.0600
BNPP.PA;27-Sep-2024 09:02:41.529;;62;62.9768;63.0400;63.0600
BNPP.PA;27-Sep-2024 09:02:41.528;;64;62.9766;63.0500;63.0700
BNPP.PA;27-Sep-2024 09:02:41.528;;200;62.9765;63.0500;63.0700
SHEL.L;27-Sep-2024 09:02:39.026;XLON;26;2,419.4494;2,419.5000;2,421.0000
SHEL.L;27-Sep-2024 09:02:37.977;XOFF;3;2,421.5630;2,426.5000;2,427.0000
SHEL.L;27-Sep-2024 09:02:35.379;XLON;317;2,419.4491;2,419.5000;2,421.0000
SHEL.L;27-Sep-2024 09:02:35.379;XLON;307;2,419.4490;2,419.5000;2,421.0000
SHEL.L;27-Sep-2024 09:02:35.334;XLON;159;2,419.4489;2,419.5000;2,421.0000
SHEL.L;27-Sep-2024 09:02:35.334;XLON;460;2,419.4488;2,419.5000;2,421.0000
SHEL.L;27-Sep-2024 09:02:35.333;XLON;450;2,419.4486;2,419.5000;2,421.0000
SHEL.L;27-Sep-2024 09:02:35.282;XLON;82;2,419.4478;2,419.0000;2,421.0000
SHEL.L;27-Sep-2024 09:02:35.282;XLON;411;2,419.4435;2,419.0000;2,421.0000
SHEL.L;27-Sep-2024 09:02:35.282;XLON;450;2,419.4389;2,419.0000;2,421.0000
SHEL.L;27-Sep-2024 09:02:35.282;XLON;253;2,419.4371;2,419.0000;2,420.5000
SHEL.L;27-Sep-2024 09:02:35.282;XLON;470;2,419.4337;2,419.0000;2,420.5000
SHEL.L;27-Sep-2024 09:02:35.282;XLON;700;2,419.4287;2,419.0000;2,420.5000
SHEL.L;27-Sep-2024 09:02:35.282;XLON;1,480;2,419.4180;2,419.0000;2,420.5000
SHEL.L;27-Sep-2024 09:02:35.282;XLON;452;2,419.4146;2,419.0000;2,420.5000
SHEL.L;27-Sep-2024 09:02:35.282;XLON;493;2,419.4110;2,419.0000;2,420.5000
SHEL.L;27-Sep-2024 09:02:35.282;XLON;450;2,419.4076;2,419.0000;2,420.5000
SHEL.L;27-Sep-2024 09:02:35.282;XLON;453;2,419.4058;2,419.0000;2,420.0000
SHEL.L;27-Sep-2024 09:02:35.281;XLON;1,480;2,419.3997;2,419.0000;2,420.0000
SHEL.L;27-Sep-2024 09:02:35.281;XLON;473;2,419.3977;2,419.0000;2,420.0000
SHEL.L;27-Sep-2024 09:02:35.281;XLON;450;2,419.3958;2,419.0000;2,420.0000
SHEL.L;27-Sep-2024 09:02:35.281;XLON;442;2,419.3939;2,419.0000;2,420.0000
SHEL.L;27-Sep-2024 09:02:34.400;SINT;6;2,419.3939;2,419.5000;2,420.0000
SHEL.L;27-Sep-2024 09:02:34.248;XLON;5;2,419.3939;2,420.0000;2,421.0000
SHEL.L;27-Sep-2024 09:02:34.247;XLON;495;2,419.3918;2,420.0000;2,421.0000
SHEL.L;27-Sep-2024 09:02:32.690;SINT;2;2,419.3918;2,420.0000;2,421.0000
BNPP.PA;27-Sep-2024 09:02:25.067;;49;62.9759;63.0500;63.0800
SHEL.L;27-Sep-2024 09:02:22.585;XLON;200;2,419.3909;2,420.0000;2,420.5000
SHEL.L;27-Sep-2024 09:02:22.584;XLON;200;2,419.3900;2,420.0000;2,420.5000
SHEL.L;27-Sep-2024 09:02:22.584;XLON;904;2,419.3861;2,420.0000;2,420.5000
SHEL.L;27-Sep-2024 09:02:22.517;XLON;838;2,419.3794;2,420.5000;2,421.5000
SHEL.L;27-Sep-2024 09:02:20.979;XLON;14;2,419.3794;2,420.5000;2,421.5000
SHEL.L;27-Sep-2024 09:02:18.524;XLON;86;2,419.3787;2,420.5000;2,421.5000
BNPP.PA;27-Sep-2024 09:02:16.995;;8;62.9758;63.0400;63.0600
BNPP.PA;27-Sep-2024 09:02:16.802;;7;62.9758;62.9900;63.0300
BNPP.PA;27-Sep-2024 09:02:16.802;;87;62.9758;62.9900;63.0300
BNPP.PA;27-Sep-2024 09:02:16.802;;129;62.9757;62.9900;63.0300
BNPP.PA;27-Sep-2024 09:02:16.802;;10;62.9756;62.9900;63.0300
BNPP.PA;27-Sep-2024 09:02:16.802;;8;62.9756;62.9900;63.0300
BNPP.PA;27-Sep-2024 09:02:16.802;;62;62.9755;62.9900;63.0300
