,Company,Net Income Incl Extra Before Distributions,Percentage of Green Products,Date,ESG Period Last Update Date,ESG Score,ESG Controversies Score,Environmental Controversies Count,Human Rights Controversies,Business Ethics Controversies,Wages Working Condition Controversies Count,Controversies Customer Health & Safety,Waste Recycling Ratio,Waste Total,Total Renewable Energy To Energy Use in million,Total Renewable Energy,Environmental Expenditures,"CO2 Equivalent Emissions Indirect, Scope 3 To Revenues USD in million Score",Estimated CO2 Equivalents Emission Total,Water Use To Revenues USD in million,Environmental Pillar Score,Emissions Score,Environmental Innovation Score,Resource Use Score,Total CO2 Equivalent Emissions To Revenues USD in million,Energy Use Total,Board Meeting Attendance Average,"Board Gender Diversity, Percent",CSR Strategy Score,Management Score,Shareholders Score,ESG Reporting Scope,Board Size,Total Donations To Revenues in million,Product Responsibility Score,Workforce Score,Human Rights Score,Community Score,Women Managers,Gender Pay Gap Percentage,Women Employees,Employees With Disabilities,Policy Diversity and Opportunity Score,Training Hours Total,Average Training Hours
32,CNP.N,432000000.0,,2015-12-31,2023-01-19T00:00:00Z,33.9140316876053,100.0,,,,,,,,,,,,20076400.0,,11.2720340661517,19.1176470588235,0.0,13.6363636363636,2718.16314649337,,75.0,22.2222222222222,49.5928338762215,98.8664215686274,71.2928921568627,100.0,9.0,,54.5454545454545,10.0,0.0,52.8571428571429,,,,,57.1428571428571,,
33,CNP.N,1792000000.0,,2016-12-31,2024-01-19T00:00:00Z,35.2688712949777,94.4444444444444,1.0,,,,,,,,,,,18876900.0,,11.8783068783069,24.2857142857143,0.0,10.0,2507.55791710946,,75.0,20.0,48.7897125567322,98.8267918088737,66.5315699658703,100.0,10.0,531.34962805526,51.4285714285714,14.8648648648649,0.0,66.2162162162162,,,,,56.7567567567568,,
34,CNP.N,368000000.0,,2017-12-31,2024-01-19T00:00:00Z,43.0217065983642,100.0,,,,,,,,,,,,18514700.0,,21.2399053188527,22.3684210526316,27.1428571428571,14.4736842105263,1925.80112336176,,75.0,20.0,79.3835616438356,99.0212912087912,66.0542582417582,100.0,10.0,676.097358019555,48.5294117647059,34.6153846153846,10.8695652173913,65.3846153846154,,,24.706,,57.6923076923077,133101.0,16.65
35,CNP.N,791000000.0,,2018-12-31,2024-09-12T00:00:00Z,41.9773640015844,100.0,,,,,,,,,40366.0,,10.0,6644700.0,34173.6225059742,26.5066601689409,35.5263157894737,29.1666666666667,14.4736842105263,1058.5783017365,,75.0,20.0,90.7450523864959,98.4833333333333,68.65,100.0,10.0,,45.5882352941176,21.7948717948718,1.66666666666667,48.7179487179487,,,24.47,,55.1282051282051,163903.0,20.547
36,CNP.N,-773000000.0,,2019-12-31,2024-09-12T00:00:00Z,42.0014346116726,100.0,,,,,,,,,65509.2,,11.6666666666667,6684050.0,31260.6604508197,24.654808317089,30.2631578947368,29.1666666666667,14.4736842105263,883.666578529878,,75.0,20.0,91.0245183887916,90.1083147499204,61.6279069767442,100.0,10.0,1716.88008989952,45.8333333333333,26.9230769230769,1.61290322580645,73.0769230769231,9.9,,25.0,,52.5641025641026,119383.5,12.661
37,CNP.N,1486000000.0,100.0,2020-12-31,2024-09-12T00:00:00Z,31.5088174842565,100.0,,,,,,,,,62017.2,,16.6666666666667,5295840.0,26440.7163305473,19.8223918362807,26.25,23.6111111111111,9.45945945945946,713.917902399569,,75.0,18.1818181818182,91.3435828877005,59.4770253929867,69.8760580411125,100.0,11.0,,39.4736842105263,13.75,3.125,42.5,,,24.0,,52.5,193120.0,20.241
38,CNP.N,1057000000.0,100.0,2021-12-31,2024-09-11T00:00:00Z,38.4909200918035,100.0,,,,,,7.626,115173.0,,408715.2,,21.4285714285714,7095710.0,40630.1579801245,21.4759402259402,32.1428571428571,25.6756756756757,6.25,849.582614942529,,75.0,33.3333333333333,91.222983658408,91.8376191852066,70.2542617740537,100.0,9.0,64.8414750957854,48.75,15.4761904761905,4.16666666666667,46.4285714285714,,,23.0,,52.3809523809524,157543.0,16.728
39,CNP.N,917000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,AMCR.N,680300000.0,,2014-06-30,2024-10-31T00:00:00Z,68.4577666519798,100.0,,,,,,80.0,321065.0,,,,15.0,1620630.0,413.815546536204,67.8456717587152,71.6216216216216,36.6666666666667,83.3333333333333,149.222867806714,,95.65,33.3333333333333,80.4140127388535,84.4615384615385,10.0,100.0,6.0,16.4449653469818,79.7297297297297,70.5128205128205,50.0,93.5897435897436,26.0,,20.0,,61.9047619047619,,
41,AMCR.N,244100000.0,,2015-06-30,2024-10-31T00:00:00Z,71.3149726460323,100.0,,,,,,82.0,283188.0,,,,15.0,1588770.0,485.99013712312,69.3600981767181,75.0,37.0967741935484,83.75,165.293701491916,,98.75,25.0,81.7548746518106,64.4472361809045,52.3869346733668,100.0,8.0,50.0827108345991,88.1578947368421,78.75,61.6666666666667,96.25,26.0,,21.0,,57.9545454545455,,
