Latitude;Longitude;rp100;rp1000
44,4836;12,2652;0,187828809;0,255262136
37,14;15,2159;0,200158641;0,280778468
19,1;41,156;0,131323248;0,16388011
49,0088;19,9122;0;0
47,88;17,5384;0,464623988;0,530856013
50,3499;19,1412;0;0
18,25;42,578;0;0
51,6024;7,0099;0;0
52,3389;5,0213;0,283928156;0,375386178
42,1437105;25,8623803;0,201453865;0,261247933
23,0942;113,565;1,373090744;1,513487816
25,7403;-100,068;0;0
46,286;10,2653;0;0
40,7813;-73,8966;0,941372156;1,201176643
50,0854;17,1794;0;0
40,8461;8,3068;0,01596101;0,021755151
40,6432;17,9802;0;0
50,5763;13,7803;0,102752373;0,141968578
59,3532;18,0985;0,260356188;0,372975051
39,2628;-0,9192;0,106979385;0,114793487
52,5219;13,3111;0,286354989;0,323998362
41,4653;-8,54366;0,587377369;0,806826472
24,76;46,592;0,227693722;0,248136699
22,7993;113,3587;0,820241094;1,045202255
41,97;126,473;0,596508384;0,791834533
31,2691;108,4561;0;0
41,7797;126,0148;0,596508384;0,791834533
63,8803;20,0184;0,060930628;0,088578478
61,6317;21,4068;;
52,5351;13,2426;0,286354989;0,323998362
43,5648606;-5,7204481;0,903091073;1,055683851
50,2083;19,4617;0;0
27,7754;114,6173;2,744017601;3,073318958
49,7809;19,2115;1,410644412;2,541059017
37,5645;-0,9513;0;0
31,26;37,424;0;0
48,6988;18,5335;0,085793376;0,127748415
41,045;-6,8067;3,174093723;3,969470501
18,0141271;-66,2082946;0;0
31,2136;-81,5462;0,238432705;0,350670129
34,0087;-117,9449;0;0
39,6643;-7,5332;2,061266899;2,846320152
33,8513593;-118,3983255;0,814194918;0,976288795
33,7692165;-118,1039546;0,814194918;0,976288795
42,785;13,5111;0,021105371;0,026234055
17,6;44,337;0;0
66,5024;20,3797;0;0
42,8261;-4,8463;0;0
51,1671;9,0468;2,155694246;2,28544569
49,1245;16,1242;0;0
66,6855;20,3359;0,127799541;0,209309772
50,0535;20,0061;0,874711514;1,265837073
52,5117;13,4209;0,257513672;0,316266239
42,4143;-7,6533;1,495377541;2,200577736
43,3081773;-5,8788166;0,216512442;0,250137568
52,4252;13,3098;0;0
66,959;19,8023;0;0
48,4296;17,6978;0;0
42,1704301;-1,694544;0,894473076;1,207154512
50,3968145;4,4213569;0,455520451;0,65203166
48,67896652;5,88052702;0,156903818;0,212181717
50,230675;3,8308379;0;0
46,2584327;3,2579975;0;0
30,93;41,056;0,091997713;0,095907748
48,00787735;13,59571648;0;0
40,8339;14,3006;0,149232283;0,192344576
48,0122;13,5895;0;0
45,3993;10,7142;0;0
26,38;50,093;0;0
50,6038;11,4752;0;0
51,3330748;3,7781078;0,283928156;0,375386178
42,9954;12,1995;0;0
19,99;42,393;0;0
49,6066;14,1816;0,769555032;1,213556767
52,9807;-3,9686;0;0
40,4734127;-89,0097061;0;0
39,1961;8,4002;1,076373339;1,484439135
50,5538;22,0787;0,521174669;0,728242278
29,78;40,012;0;0
43,3082;-5,7001;0;0
54,8440022;-5,7969909;0,064416356;0,078712299
24,65;46,671;0,227693722;0,248136699
45,7979;13,5455;0,064371362;0,083962664
66,8094;19,8968;0,398600638;0,717840791
49,9767;19,8047;0,874711514;1,265837073
41,5278;-5,9877;2,992072105;4,271920204
67,4931;18,3549;0,057790365;0,122796074
33,1377;-81,7483;0,296407402;0,638887465
33,3498;-83,1574;0,533239067;0,905765593
53,1897;8,4087;0,059539288;0,071907982
25,19;49,312;0,004937936;0,005275522
39,2047;8,3789;1,076373339;1,484439135
30,5254;-88,1285;0,396875858;0,871229112
53,1353;1,1479;;
37,9576461;-8,8558289;0;0
42,3921;-7,2191;1,495377541;2,200577736
43,5673;10,31;0,256779879;0,337213695
29,62;43,526;0;0
67,732;17,49;0,805501938;1,385998845
40,6583615;-86,8728525;0;0
35,611;-5,432;0;0
40,4;-95,2;0;0
61,3811;13,7312;0;0
51,35469;1,330916;0;0
50,1496;12,6108;0,524080634;1,142025709
63,5423;16,7629;0,124604098;0,209769726
52,2302;13,3019;0,659432292;0,802988648
55,1416;7,1945;;
66,4288;20,6518;0,121923603;0,196758002
37,2814;13,521;0,06029487;0,087857038
45,792734;13,0632035;0,118064754;0,148905128
38,2569073;22,9679776;0;0
24,53;39,676;0,06145227;0,069597088
42,289;119,0537;0,871520817;1,089200974
29,0555;105,8844;5;5
42,1142;-7,209;0;0
26,23;36,487;0;0
51,1234;17,0241;0,713940501;0,965849817
41,2287315;-7,4181051;3,821098566;5
17,33;47,093;0,025226202;0,030000746
53,567;9,7244;0,038267743;0,047395047
38,2260165;-7,5811374;0;0
40,6273866;22,951488;0;0
54,7258929;-5,7726663;;
53,8925;9,2011;0,043756224;0,053233363
63,1462;16,0706;0,131189555;0,213206679
41,8055;14,9193;0;0
26,4924135;-98,4489637;0;0
49,4980873;0,2030305;0,217146933;0,257419705
39,7778;-5,6124;0;0
41,4000927;-6,3878986;2,992072105;4,271920204
52,7504;15,2712;0,178641826;0,215808123
32,2866188;-99,8449513;0;0
51,2161;22,5583;0;0
51,6555;-3,6957;0;0
53,0995;18,0879;0,885201931;1,411586761
50,3079;18,9695;0;0
32,5839;-86,2831;0;0
33,6457191;-117,98158;0,140007794;0,177146509
41,8117;12,4228;1,110166907;1,432329655
66,2242;20,86;0,219904691;0,358164072
65,1141;19,4644;0;0
53,3875;0,5006;;
48,1775;17,1548;0;0
54,3784;18,6404;0,046026431;0,059374817
39,2077;-1,2401;0,304987788;0,398612291
44,9290796;-73,930227;0;0
66,9764;18,5748;0,057790365;0,122796074
42,1677;-7,1744;0;0
38,0158;12,5108;0,06029487;0,087857038
32,6804;-85,9114;0;0
37,2083;15,1778;0;0
41,3068393;-6,5327952;0;0
41,6805401;-8,0995999;0,587377369;0,806826472
40,7453114;-88,7325812;0;0
39,6524278;-78,7967261;0,535652757;1,023497343
39,5610532;-97,6714591;1,708548069;2,419059753
36,5414;-101,5656;0;0
43,8282;-96,3216;0;0
40,17253113;-84,98132324;0;0
32,5492875;-99,5656666;0;0
37,925812;-95,419164;1,02191031;1,51638937
43,1535173;-93,2022397;0;0
38,39031219;-95,60018921;0;0
39,7799;-5,0876;1,503625631;1,974123478
49,0986;19,4889;0,465515196;1,025975704
35,0471207;-118,2539186;0;0
41,099734;-88,4331154;0;0
43,6162703;-116,4353882;0;0
41,5756;-6,1891;2,992072105;4,271920204
26,8437977;49,7105934;0,028496277;0,029503692
53,5262;10,0632;0,366942436;0,469986558
