Latitude;Longitude;rp100;rp1000
41,6176245;-0,7042775;0;0,000541836
41,627925;-0,8932959;0;0
36,1839511;-5,7578623;0,214720994;0,338176876
35,1284182;-118,5283587;0;0
41,6002327;-106,2682562;0;0
41,5801;-1,1172;0;0
41,65000153;-3,5;0,410650373;0,707387269
46,8563835;-0,262566;0;0
32,4988;-84,9956;0;0
40,99656;15,326555;0;0
39,4912025;-8,0476406;4,24943924;5
40,6747749;14,7751466;0;0
55,8866768;-2,162812;0;0
41,7671212;-2,4833338;0,612420678;0,729901373
39,1714143;-2,1904627;0;0
60,5315;17,4156;0,187583521;0,273148149
40,993588;-7,788704;0;0
46,5848879;27,898407;0;0
40,053982;-8,8766831;4,15763092;5
38,8253652;16,4184643;0;0
42,7778;-3,0458;0,452397406;0,639091372
49,8422607;4,290843;0;0
42,25;-7,3833;0;0
40,6671038;8,7400646;0;0
43,3667;-7,4833;0;0
48,3067;11,8588;0;0
64,102;17,2891;0,648118973;0,977001667
37,0802229;136,8479668;0;0
41,348597;14,975188;0;0
45,69871;7,1962;0,484714121;0,609210491
45,70204711;7,22078136;0,484714121;0,609210491
46,51739;13,12263;0;0
51,59318924;13,29816341;0,234106421;0,29783231
39,15412903;-122,1508713;0;0
42,737;-1,6331;0;0
56,0820834;8,3994586;0;0
38,9147;-3,5369;0;0
48,3586;11,8822;0,454893082;0,602993906
52,2868691;16,6013704;0;0
44,060819;28,2216453;0;0
39,3037874;17,0232941;0;0
36,4634365;-5,9408162;0;0
40,0884085;-8,33089;0;0
40,3053968;-8,4552584;0;0
42,3746;-7,2351;1,495377541;2,200577736
39,877;-0,0558;0,18284288;0,210096151
36,7702;-2,9543;0,059862461;0,091432936
48,6605;17,855;0,447673142;0,635658205
48,861;17,9689;0,447673142;0,635658205
48,7725;17,8516;0,447673142;0,635658205
38,316;23,31558;0;0
37,1767;14,72519;0;0
41,2976425;14,9033808;0;0
38,5603;-112,5811;0;0
63,6833;12,6333;0,499457389;0,87086314
39,6352113;141,564588;0;0
38,6687868;-9,0645835;0;0
39,5650111;-7,81446;0;0
49,1281;19,0941;0,372389674;0,653817177
41,05109;-7,74815;0;0
57,9956;-4,547;0;0
41,954212;14,3869062;0;0
42,4168;-7,764;1,495377541;2,200577736
43,4668;-7,7238;0;0
43,3828;-4,0024;0,341965497;0,48162657
38,9667;-1,0833;0;0
60,1454;16,1679;0,332367122;0,468614101
60,1667;15,0667;0,02086748;0,028720686
60,45;14,4833;0,332367122;0,468614101
60,9667;12,4667;0,557323933;0,964844704
48,0299;17,2254;0;0
42,7713;-0,3345;0;0
42,3448904;-3,7267792;0;0
47,2306153;-0,1963011;0;0
41,3245968;15,1576454;0;0
51,609488;13,8137909;0;0
45,86856;7,61446;0;0
43,09963608;-8,91601944;0;0
37,2743653;15,0034802;0;0
40,8579285;15,8551413;0;0
39,2944;-118,5725;0,117047727;0,135878801
48,15656;14,0244;0,684155405;1,153080463
55,0373;8,6666;0;0
40,53713226;-7,267849922;0;0
45,7104311;7,8414461;0;0
38,7288;-2,005;0;0
42,6525;-1,626;0;0
55,7606;11,5615;0,063992009;0,085628629
34,6815;-83,3426;0,578160405;1,054038525
53,6336389;8,6704167;0;0
52,8700348;10,0253841;0;0
42,653;-1,3067;1,642012596;2,316083431
48,4413;11,9923;0,787601471;0,97229892
41,8035147;-8,3639188;3,144300461;3,664962292
60,15;16,1667;0,332367122;0,468614101
59,5833;13,6833;0,351857483;0,569882751
54,8333389;-5,0043774;0;0
51,2250945;10,9297511;0;0
45,558643;7,7603415;0;0
39,8693578;-8,2489755;0,27391994;0,318956375
42,6088;-7,7712;0;0
41,8345011;-1,5384426;0;0
49,3756;19,557;0;0
51,8557852;13,0945253;0;0
44,2131;-72,0572;1,492821693;1,816248298
50,4378361;9,3365166;0;0
40,6336;-4,4669;0;0
40,594;-4,4115;0;0
39,9856;-3,369;0;0
64,2;24,5;0,015697245;0,021102637
43,3904562;5,128633;0,360987365;0,481605947
40,7117389;-4,5096203;0;0
45,57595;9,53215;0;0
44,9447065;3,704729;0,321910977;0,620974243
39,6574588;-8,8499618;0;0
53,735817;-0,803375;0,116382234;0,148172975
27,9233774;-15,5767683;0;0
28,47;36,517;0,074430987;0,082700215
28,47;36,522;0,044122204;0,049031757
54,0614;15,6981;0,148010433;0,178263143
60,3833;17,2333;0,332367122;0,468614101
59,1497;18,1167;0;0
59,6167;13,4667;0,351857483;0,569882751
40,4;107,01;0;0
5,1636;-52,6702;0,608091593;0,684027314
39,4129;8,968;0;0
42,7485;-1,7226;0;0
52,0030243;12,8446157;0;0
33,5579202;-80,7238103;0;0
32,7539511;-81,2500411;0;0
32,9099021;-81,1744369;0;0
40,58565;17,47548;0;0
42,5457977;12,5183311;1,110166907;1,432329655
39,8522299;-7,9229885;0;0
40,2198987;-8,0605196;0;0
53,9140774;9,0811573;0,041330278;0,053233363
53,167892;13,7074992;0;0
40,8131;-1,5964;0;0
45,6968347;6,8482877;0;0
52,36361694;10,88605022;0;0
41,3737804;15,0934868;0;0
51,507463;11,4799331;0;0
50,0450909;9,4907498;0;0
40,658667;15,191612;0;0
40,9164462;8,8906823;0,20809117;0,250626624
38,4;-6,4667;0;0
43,3;-7,6833;0;0
21,9244904;-159,5249209;;
41,4833;0,4667;4,474585533;5
40,3848019;-7,7072101;0;0
47,6927;10,7976;0;0
66,7667;17,5333;0;0
41,8202298;12,425698;1,110166907;1,432329655
42,0130663;-0,7651718;0;0
52,380117;11,9819084;1,188708663;1,507816195
52,4265945;12,4034586;0,54874593;0,673620701
54,342682;12,719456;0,289145589;0,322645754
43,4206207;-0,626756;0,356085002;0,522452354
45,6132711;7,7327809;0,484714121;0,609210491
49,7683165;9,1599338;0,776058793;1,003270626
43,2658834;-8,963549;1,292383194;2,078564644
43,3598;-4,3493;0,390556544;0,502288938
42,6487;-3,5904;0;0
42,696;-8,2465;0;0
46,3612823;1,3333984;0;0
46,3438989;1,1434594;0;0
53,2608491;8,636113;0,056872368;0,083255589
48,0942498;16,7945364;0;0
55,653595;11,077612;0;0
41,3514952;14,9530852;0;0
51,0254286;5,9858931;0;0
41,6764063;-7,9189017;0;0
41,2811429;15,2661672;0;0
45,90683;7,6165;0;0
42,34089279;-3,699762106;0;0
41,2843689;15,0218556;0;0
43,3573629;-5,872581;0;0
43,5574185;-5,93553;0,903091073;1,055683851
40,9297931;9,0627913;0;0
51,5365;14,3829;0,596089065;0,907625854
47,0078179;1,982073;0;0
47,4166803;15,5745571;0;0
51,0142682;2,2756612;0,047145076;0,055006821
37,6143;-7,2488;0;0
57,1252;9,5452;0,055805169;0,075496003
54,1446;12,1412;0,114986859;0,13785702
36,7507;-3,5179;0,358837515;0,762069941
57,0167;14,9;0,032819569;0,048827909
41,351467;14,9706809;0;0
37,6804112;12,7745466;0;0
47,3398063;-2,1081781;0,200205907;0,265155047
37,1766;-2,9502;0;0
33,9684;-84,3827;0;0
48,084;10,8649;0;0
47,8002;10,9026;0;0
56,4845;10,2489;0,055805169;0,075496003
48,9638;18,1454;0,447673142;0,635658205
48,9022;18,056;0,447673142;0,635658205
46,772725;-0,2850445;0;0
41,500138;15,081422;0;0
47,3459528;13,1791457;0;0
61,2667;16,85;0,044842802;0,065859355
48,6039;12,3023;0,271580935;0,325271606
42,16848373;-3,441566944;0;0
50,000473;7,37624;0;0
59,55;12,55;0,125306666;0,184343234
34,7504;-83,4063;0;0
-21,8606218;166,0449599;0;0
46,1212965;-0,6315915;0;0
44,9869962;-0,7368098;0;0
52,3746555;-1,1254592;0;0
40,6251036;16,9223115;0;0
54,8629144;9,2667241;0;0
51,8324743;13,8876157;0;0
41,6890596;14,8068895;0;0
47,3263066;13,1870326;0;0
50,9828366;8,7882753;0;0
52,4666792;10,7078908;0,183833718;0,233367771
42,6833;-7,2333;0;0
40,9084952;15,8256424;0;0
32,0411;-81,145;0;0
37,2747423;14,7880312;0;0
41,6500151;14,8078905;0;0
37,5302;-3,6562;0;0
42,4284862;-6,4110575;0;0
61,15;14,1833;0,207297295;0,298873723
48,634;12,4837;0,271580935;0,325271606
49,0057;18,235;0;0
37,6434064;12,5655213;0;0
48,876902;4,619589;0;0
56,106372;8,2192372;0,230833143;0,317959189
56,0969644;8,2136008;0,230833143;0,317959189
48,0690914;13,1765046;0;0
50,5498667;4,2150219;0;0
52,5411304;12,0157623;1,188708663;1,507816195
39,7167;-1,1;0,320986092;0,466933995
48,6225;12,398;0,271580935;0,325271606
41,3093189;14,8737752;0;0
51,7358652;11,8892079;0;0
41,8677794;-8,2027803;0;0
40,7067;-4,5002;0;0
40,7059049;-4,516716;0;0
41,2514896;15,1667091;0;0
48,45876;13,80912;1,228704214;1,646188736
42,4576472;-3,4690423;0;0
33,3208;-83,8419;0,58889842;0,75018841
48,6398323;9,9519078;0;0
51,44919669;10,66324054;0;0
53,6427142;10,6103353;0;0
41,3245968;15,1576454;0;0
41,6294167;-8,1475613;0;0
51,65284;3,92407;0,283928156;0,375386178
43,31157;13,31252;0,073753372;0,109639511
39,45;-2,0833;0;0
63,7167;13,15;0,499457389;0,87086314
53,1355;17,9836;0;0
53,1620161;16,6074308;0;0
40,6280194;16,7876062;0;0
54,585557;8,923156;0,065680049;0,0866763
51,4741534;13,265992;0;0
58,8312433;-3,1238116;;
39,5333;-1,6;0;0
48,092399;13,8529487;0;0
56,76301;9,37484;0;0
50,7730087;8,8871914;0,253055453;0,353383511
37,3167;-4,05;0;0
61,4167;16,4;0,040571116;0,061116762
60,0667;13,4667;0,557323933;0,964844704
42,4813893;-3,427031;0;0
52,7476557;11,2739442;0;0
45,9714506;13,3925646;0;0
47,5841449;13,5220907;0;0
36,8773;-2,6018;0;0
41,8125848;14,4840406;0;0
64,3513453;24,4175444;0,016235586;0,02124574
47,9019241;14,1110432;0;0
40,729242;15,7154358;0;0
36,8765576;-2,6066883;0;0
37,1675;15,1644;0;0
39,474854;-8,3463637;4,24943924;5
36,1949;-5,7634;0,214720994;0,338176876
47,5547;11,2914;0;0
51,8172772;11,9293438;0,697607517;0,923036277
49,7943;10,1813;0,627981126;0,797339439
48,6961;12,7978;0,670700669;0,845258892
48,6679;12,66;0,271580935;0,325271606
51,5830574;11,8606627;0;0
37,73853302;-121,4211273;0;0
41,36119;15,3089;0;0
37,736761;-121,568346;0;0
48,2374;10,9272;0;0
48,1802;10,8833;0;0
47,8792586;13,7677339;0,404807508;0,778896093
48,2106;10,9049;0;0
37,5251;-7,4925;2,065298557;2,771687508
48,1484;10,867;0;0
48,2704;10,9773;0;0
62,55;15,8333;0,339170933;0,588608742
45,1831251;-1,1235599;0;0
48,02331;16,63761;0,18871218;0,216648936
36,6866988;-121,6762177;1,731937647;2,781936169
56,7434089;8,6005423;0;0
51,77218491;-4,027266953;0,066298753;0,099957585
43,7012247;3,7375729;0,330408067;0,431057632
51,05752;9,9053757;0;0
43,4274837;6,1953277;0;0
44,2091895;22,9143155;0;0
51,1885086;10,6822572;0;0
48,7883349;5,9732651;0;0
55,69085312;8,547559738;0;0
44,1622342;0,2032077;0;0
37,3749484;-8,1893269;0;0
41,0744137;-8,1041111;0,587377369;0,806826472
51,0328292;2,2533348;0,047145076;0,055006821
45,792734;13,0632035;0,118064754;0,148905128
40,3052085;-8,2342196;3,528883219;5
48,0836;-100,9215;1,221088886;1,849791884
43,7956941;1,3164773;1,273622751;1,529823542
49,1755772;5,951064;0;0
42,6036211;-5,5861461;0;0
41,47844;15,12419;0;0
40,6568848;-4,699703;0;0
50,3684332;3,0723328;0;0
44,3024793;5,1526708;0;0
50,2834516;3,9435959;0;0
40,0041624;-8,2385756;0;0
37,72984564;-121,4348834;0;0
44,4850878;-0,637262;0;0
43,2571589;2,9917106;0,771448731;0,999904871
50,09709549;2,474499941;0;0
51,9365292;0,5555838;0;0
43,5841707;4,9973335;0;0
43,051496;2,88813;0;0
48,8399934;6,42521;0;0
47,9021147;1,4242157;0;0
47,9194759;1,300199;0;0
49,6308716;2,0269995;0;0
49,6050964;2,020529;0;0
42,8975203;-75,5168708;0;0
45,6995572;7,1925299;0,484714121;0,609210491
53,4576892;8,8974177;0;0
43,96858597;-0,808467984;0;0
41,4963;15,05372;0;0
61,25;16,6333;0,044842802;0,065859355
47,9963;11,4854;0,454893082;0,602993906
42,6859999;2,618246;0,045763165;0,05516389
41,5406;-1,7166;0;0
60,5167;14,9667;0,332367122;0,468614101
50,4267185;-4,3757944;0;0
43,6566632;5,8042133;0;0
39,65111;-7,67345;0,27391994;0,318956375
45,8728234;7,7930897;0;0
41,2702;-6,3208;0;0
42,8818178;13,0328365;0;0
48,2447656;0,1192199;0;0
41,5076183;15,1135088;0;0
41,5790035;-8,1508048;0;0
47,1822826;0,4275663;0;0
59,4589;18,5942;;
31,3311;-85,7302;0;0
48,9609417;1,8265065;0,848891377;1,134931087
51,7005166;14,3458446;0;0
41,170019;-80,105425;0;0
56,35;16,2667;;
49,4756651;0,2857874;0,217146933;0,257419705
46,8662993;9,7041494;0;0
51,8714321;14,3290382;0,379407465;0,496960342
45,7100847;6,8482877;0;0
43,5938727;4,9316328;0;0
45,3918201;5,4811195;0;0
47,7393;10,8257;0;0
57,1;18,25;0,005872923;0,00754605
53,69486;8,921763;0,024218891;0,033927232
41,5944535;14,9105306;0;0
40,1346118;-8,0553561;0;0
41,1020361;-7,9648859;0,587377369;0,806826472
47,716;10,8258;0;0
45,6413;-94,5993;0;0
45,3929;-94,7212;0;0
44,0924;-93,531;0;0
50,8959;20,6118;0;0
61,5;14,8333;0,033008911;0,04534116
57,4639;-2,8992;0;0
38,9580395;-5,7514365;0;0
51,4717184;13,4970263;0,234106421;0,29783231
50,7719079;12,2227964;0;0
51,7817714;4,0529451;0,283928156;0,375386178
49,3074596;5,7763727;0;0
43,4449575;28,0047458;0;0
49,61514282;11,80159569;0;0
41,4764498;-7,6749879;0;0
48,8128345;5,2810406;0;0
40,8206859;15,3136401;0;0
50,0367756;4,3278347;0;0
51,6099671;14,0699143;0,379407465;0,496960342
51,4802865;13,3280219;0,234106421;0,29783231
42,56018;12,6468;1,110166907;1,432329655
52,0242015;7,4444368;0;0
41,3118509;-7,899799;0;0
40,4026081;-7,644116;0;0
43,3758445;-5,9705827;0,216512442;0,250137568
43,31202;13,34983;0,073753372;0,109639511
43,2961576;13,4431222;0,073753372;0,109639511
45,6653981;7,6802455;0,484714121;0,609210491
43,7561547;24,2658269;0,75813812;0,990659118
41,5674309;14,8487228;0;0
42,5609;-114,0575;0;0
48,1887399;14,1836167;0,684155405;1,153080463
51,7703139;12,5544987;0;0
50,7947281;9,1782635;0;0
41,9424981;14,4213295;0;0
41,3240852;15,0068644;0;0
33,83030319;-116,5468445;0;0
19,7315898;99,3579455;0;0
45,7829304;7,7861056;0;0
44,9201938;7,8376136;0;0
41,959066;12,820672;0;0
37,2716595;14,6906448;0;0
44,3990188;22,8605748;0;0
52,0101423;-0,0180871;0;0
55,4503;10,5215;0,038267743;0,047395047
47,2776028;15,9504698;0;0
47,9748204;-4,2864701;0;0
48,08153915;1,740934968;0,03854249;0,058353782
51,4385492;11,6984404;0,369944781;0,49198103
62,5667;16,4167;0;0
60,5089;14,2246;0,332367122;0,468614101
42,5513364;-3,7294473;0;0
36,248023;-6,0377546;0,214720994;0,338176876
36,25287687;-5,970694826;0,214720994;0,338176876
36,4214476;-6,1397041;0,63353157;0,975276351
53,4420142;14,2633319;0;0
36,8842801;22,5419463;0;0
36,8516151;22,6637328;0,183007956;0,257207453
40,24489;-8,79572;0;0
56,4841154;8,4598728;0;0
51,5819788;13,134207;0;0
41,52535;13,97184;0;0
41,9069267;14,485312;0;0
40,3748618;-8,2059129;3,528883219;5
41,840847;-1,18138;1,117426872;1,499854565
-28,419;21,2688;0,60179925;1,466415405
0;0;;
41,5752552;-8,2775959;0,587377369;0,806826472
49,6895579;9,3962627;0;0
45,7014119;7,2422729;0,484714121;0,609210491
50,8742833;6,81577;0;0
44,7899;-93,9013;0;0
63,6167;29,1167;0,176470295;0,255405784
38,0485762;13,1092492;0;0
49,1279673;6,6737762;0;0
42,5867;-114,0675;0;0
46,39694595;2,670377016;0;0
49,8159447;1,7536554;0;0
38,4287737;22,6657983;0;0
51,86689758;12,6339159;0,704330802;0,939929426
51,1599762;11,324073;0;0
50,5116358;2,0576838;0;0
50,525237;2,169762;0;0
43,434057;28,3273637;0,211155385;0,28463006
53,83829117;10,29819965;0,23570931;0,272309154
45,7456386;4,0302909;0;0
43,2254539;-6,819834;0,19919315;0,242810696
44,85;7,84987;0;0
36,19281769;-5,918902874;0,214720994;0,338176876
51,7759553;13,3118475;0;0
38,0782752;13,2831307;0;0
43,4268224;0,5681775;0;0
40,713791;-8,3476142;0;0
45,1959;-93,8121;0;0
51,95598768;13,33207112;0;0
51,0861287;6,5468729;2,075123072;2,686712742
43,8024533;24,0830826;0;0
44,419942;22,5778914;0;0
14,9715062;102,0747325;0;0
58,0248727;-4,4078419;0;0
48,5157761;3,6977405;0,280599624;0,378256738
41,43608;-7,58988;0;0
41,1030184;15,4581714;0;0
33,6267;-85,9695;0;0
50,9004951;11,9544649;0;0
42,8213856;12,9164092;0,021105371;0,026234055
40,3949845;-7,703271;0,27391994;0,318956375
50,7689199;8,4443843;0;0
45,8918336;10,1366416;0;0
45,6735819;4,8413451;1,268020868;1,611286879
51,0306;2,337;0,047145076;0,055006821
51,3927518;12,0933656;0,369944781;0,49198103
47,76492691;16,51290321;0,18871218;0,216648936
41,7160449;-8,8439541;0;0
50,7169035;-1,27779;0,195483699;0,24129504
52,0097113;12,9279599;0;0
49,7737294;11,495514;0;0
52,0402581;1,2703102;0,133926868;0,187597036
52,9629881;13,2274908;0;0
48,9061429;9,1341254;0;0
63,0167;25,4167;0,019930163;0,027119135
50,5978788;8,7449919;0;0
45,8072775;7,4529161;0;0
65,7667;24,4;0,200361237;0,277260393
59,5254;13,4813;0,351857483;0,569882751
41,3252585;15,1788838;0;0
44,8229971;8,6722576;0;0
53,3844881;10,6811262;1,021846175;1,296164751
41,23924;15,213862;0;0
45,4525;-92,902;0,033277262;0,042844549
44,026;-92,8816;0;0
34,7181;-84,9319;5;5
61,2833;13,15;0,302123845;0,616977811
48,908412;9,8367787;0;0
53,8360824;9,058039;0,041330278;0,053233363
43,5359526;5,3179077;0;0
42,5526468;12,6968069;1,110166907;1,432329655
37,9009;21,2364;0,787869215;1,347342014
48,0555498;-4,6799195;0,090782188;0,10205479
51,1962498;7,3999105;0;0
47,2442337;13,1823839;0;0
48,7005875;9,997844;0;0
63,75;25,3333;0,017484758;0,023090996
43,3022484;1,9967875;0;0
44,7975091;10,2900346;0;0
44,8391;8,7776;0;0
44,397803;10,9236822;0;0
51,9627821;-2,6664925;0,638660133;0,894158244
51,6384891;12,2907922;0,697734833;0,914461374
38,9983657;-8,0481424;0;0
46,9116639;9,8992104;0;0
44,9962961;0,2487262;0;0
45,247;-94,1069;0;0
41,8508;-91,2342;0;0
34,7939;-83,5406;0;0
40,86;22,6719;0,289905429;0,422931015
48,583603;10,9486048;0;0
48,1753137;-2,2129983;0;0
50,0477437;9,9281247;0;0
49,5529435;4,3437379;0;0
38,9004927;-9,3117128;0;0
51,1112698;14,7726642;0;0
51,2385413;6,7443112;2,075123072;2,686712742
51,19075012;8,889802933;2,155694246;2,28544569
41,9113729;14,3721777;0;0
42,5918328;12,2944574;0;0
45,9710701;9,6474345;0;0
42,451657;-71,644602;0;0
43,4809721;10,6321592;0;0
28,1911188;-16,5816007;0;0
40,9988798;15,5293927;0;0
40,5007916;17,6392836;0;0
37,72986443;-121,4348826;0;0
48,6590926;11,9323644;0;0
46,77690887;9,117572784;0;0
44,1545;-93,9166;0;0
44,2749;-93,3106;0,255230933;0,648327887
58,9167;12,3;0,06162256;0,089683384
54,6936;-1,3003;0;0
50,5724109;12,9773144;0;0
-21,0445689;164,8398051;0;0
37,72992468;-121,4346114;0;0
31,6028;-84,1376;1,25247252;1,639901876
51,0995039;12,176979;0,222053409;0,384160697
42,0108216;13,6142285;0;0
48,2499939;10,3132219;0;0
50,4119542;-4,4591604;0,03578344;0,059638906
44,2343499;0,1275167;0;0
44,5725;7,7693;0,977318883;1,162196517
51,7592;-4,5337;0,066298753;0,099957585
6,8961434;126,1480356;0;0
44,1800446;4,6911392;1,473132372;1,789468884
45,2072124;-0,1854455;0;0
45,7636655;2,5545921;0;0
50,8914384;6,6011694;0;0
54,1003583;-3,292829;;
50,859596;-3,4074409;0;0
52,4796569;0,9376037;0;0
52,1833838;-0,807251;0;0
50,9797604;-3,2501701;0;0
40,91846;17,02204;0;0
43,3283378;12,7231996;0;0
45,01227;8,64418;2,022308826;2,315061569
0;0;;
37,0839;21,6301;0;0
37,8842;21,256;0,437869191;0,99734211
37,9603;21,3437;0;0
37,9598;21,3475;0;0
43,30676;13,25897;0;0
34,7553;-83,5011;0;0
38,1311;21,4468;0,637869239;1,197342038
51,8708177;-0,4870675;0;0
41,52534866;13,97184277;0;0
46,0780309;3,42203;0,378330052;0,517502308
59,5072;13,3139;0;0
32,68844986;-114,4952164;0,447375804;0,616787255
51,1981507;12,9503889;0;0
43,0321841;2,8632972;0;0
42,0700872;14,6656634;0;0
-22,3166661;166,7579119;0;0
52,4623082;12,054241;0,040890753;0,267816186
48,4164516;14,0344174;1,228704214;1,646188736
43,0949723;-6,2584463;0;0
48,0586644;13,7839624;0;0
53,843593;-3,0064857;0;0
44,7593;-92,8249;0,495604157;0,764958382
44,3204;-93,9032;1,559679985;2,108361483
53,8433301;-2,9668396;0;0
35,8280795;138,301422;0;0
50,6308043;12,1070484;0;0
42,0286889;12,9780241;0;0
44,805904;10,0961506;0;0
47,8692902;-3,0637613;0,221102297;0,234501168
41,1694;-80,1055;0;0
44,0951745;5,9113281;0;0
42,41738;12,10485;0;0
52,4361311;11,4771032;0;0
43,32623;13,34952;0,073753372;0,109639511
45,1591523;8,7896984;0;0
18,3406976;-64,9045095;;
41,3252585;15,1788838;0;0
44,8314;8,7734;0;0
54,8273;-1,4272;0;0
44,0225342;23,328266;0;0
52,5235037;13,6824839;0;0
44,811518;8,782387;0;0
46,5955002;1,9570675;0;0
45,5964706;9,8883628;0;0
45,1409;-94,7697;0;0
44,2066;-92,6636;0;0
51,08140564;-3,283581018;0;0
48,8506495;4,5195473;0,541629612;0,799864173
53,7071695;10,444284;0;0
48,589372;2,9441376;0;0
43,33509445;-6,414815903;0;0
47,6113503;13,6269142;0;0
44,149303;12,1922522;0;0
51,5958932;12,186192;0;0
43,061657;10,670915;0;0
51,898762;11,0016331;0;0
52,0915481;-1,9648914;0,524499357;0,755241394
58,5371;15,0365;0;0
64,3333;25,85;0,500518739;0,8225981
61,1667;15,1333;0,175178617;0,251309961
52,1010556;-1,9251678;0,524499357;0,755241394
48,0803248;13,8578616;0;0
45,4013;-92,6937;0;0
45,0556;-93,9228;0,177291989;0,226518959
59,6553;12,5852;0,0675354;0,094271012
44,4493479;8,9015995;3,196084499;3,63838625
44,5215597;-0,1656053;0;0
47,5211176;9,7530126;0,628343344;0,905656993
18,2228262;-63,0638644;;
43,1058122;-5,6567307;0;0
64,2;29,5833;0,26435253;0,331506371
-21,854487;166,037235;0;0
48,3763325;-2,9784262;0;0
45,6099622;7,7434392;0,484714121;0,609210491
46,3450788;2,7598533;0;0
43,3084776;3,4487569;0,330408067;0,431057632
53,89913559;12,94852543;0,285869896;0,328458488
47,8770991;14,2147952;0;0
41,102377;-8,0143898;0,587377369;0,806826472
38,7834;-120,7785;0;0
59,7667;12,3167;0,0675354;0,094271012
51,39204407;11,30771923;0,00332357;0,145615712
51,4666731;13,8622896;0,234106421;0,29783231
44,8628041;8,4838106;1,191649199;1,412928104
42,662004;13,6982234;0;0
41,5324677;-8,6203194;0,587377369;0,806826472
45,6882583;7,8297515;0;0
41,5768709;-8,168575;0;0
53,5121186;13,9722711;0,239505365;0,284818053
43,1138382;-76,30158997;0,321811706;0,445059597
54,7616;-1,4151;0;0
54,8471;-1,6776;0;0
61,3167;16,4333;0,044842802;0,065859355
43,3273123;2,3706533;0;0
47,6276588;13,5259208;0;0
51,5023267;-3,275261;0;0
46,0463889;-0,752188;0;0
44,3316998;7,477437;0;0
40,8468;-121,9564;0,536644757;0,795979738
45,2178;-116,3158;0,152489901;0,204602063
42,391344;13,029169;0;0
42,3847367;13,016051;0;0
41,563934;15,117675;0;0
45,9653369;10,0770526;0;0
42,4281199;-71,529175;0;0
45,7855221;6,666104;0;0
45,2303823;6,2541751;0;0
52,5127552;11,1878053;0;0
48,0139865;13,7949256;0;0
40,9499215;15,1643103;0;0
41,57236481;-8,130641937;0;0
37,184397;-123,7951239;;
43,2597;-70,8597;0;0
46,4749923;0,0384068;0;0
44,9106;-72,9794;0,186594099;0,288785696
47,1770537;13,2226038;0;0
51,4072385;14,755192;0;0
45,9710701;9,647434;0;0
48,671872;13,0141554;0;0
7,6952685;123,131098;;
47,5928975;15,8505307;0;0
39,8856922;-7,2883837;0;0
43,28431;13,32968;0,073753372;0,109639511
44,11037064;4,851993084;0;0
39,57229996;-7,695958138;0,27391994;0,318956375
52,5698;0,1233;0,018871691;0,023418158
51,8410956;13,1384824;0;0
48,1891476;12,3453256;2,003314734;2,464776993
42,6582151;13,8872289;0;0
36,95003;14,53722;0;0
48,6903167;9,3119618;0;0
47,3894627;13,0906455;0;0
38,5173098;-8,9649671;1,641359568;2,46509409
47,7546173;13,8369565;0;0
43,32709;13,24751;0;0
45,872269;9,6435813;0;0
48,6886439;11,0072916;0,425019383;0,526572943
51,8795313;10,4974414;0;0
47,3171791;13,2976852;0;0
47,868271;14,199651;0;0
63,9;25,7833;0,020261906;0,023888562
49,5720301;10,0163475;0;0
43,7514519;11,586815;0;0
41,5946891;-106,2171007;0;0
37,5696717;-122,1849092;;
46,4892353;11,3296482;0,475601703;0,60559696
48,4551322;16,7146705;0;0
39,2889395;-7,4505053;0;0
48,1063108;2,6713925;0;0
45,9168654;4,7548814;0,471685588;0,626196265
43,193023;12,441129;0;0
40,9777584;-72,189522;0;0
44,2044434;8,2894033;0,073220655;0,088663489
35,3209569;-119,0887264;0;0
53,3156402;11,3621815;0;0
45,6848821;7,6556273;0,484714121;0,609210491
48,6333;14,2375;0;0
63,3667;23,4833;0,015826637;0,021767598
37,4701;23,4181;0;0
43,0761387;10,6730095;0;0
41,5110907;-8,0033238;0;0
48,8099968;12,864078;0,996806979;1,22233963
49,4309511;7,7650722;0;0
44,2974273;7,4611549;0;0
38,9773299;-8,1007621;1,641359568;2,46509409
41,6091215;-3,4041668;0,410650373;0,707387269
48,0243124;13,817779;0;0
44,1024688;5,5088513;0;0
48,5197021;13,4020718;0;0
47,7522103;13,4911725;0;0
47,0234296;1,8663264;0;0
46,1356034;5,1688825;0;0
43,1417287;0,4229569;0;0
44,0775334;5,3191949;0;0
43,2314353;13,1714626;0,021105371;0,026234055
46,0117739;9,663565;0;0
47,8308802;13,5417517;0;0
48,4002585;13,291183;0;0
37,2518048;-3,7568323;0,358837515;0,762069941
47,8148228;12,3996758;0;0
41,8052107;8,8334177;0;0
48,0496219;14,0071113;0;0
33,3081;-83,3896;0,533239067;0,905765593
34,041;-85,2233;0;0
32,8138;-85,1678;2,620219707;3,757264614
44,148127;6,8026774;0;0
44,962613;8,5171222;0;0
41,99577;14,99053;0,149232283;0,192344576
42,0700715;14,6656849;0;0
43,8401384;13,0035281;0,073753372;0,109639511
43,5834425;10,5287825;0;0
43,6897359;12,8024379;0,073753372;0,109639511
43,8026245;12,439432;0;0
42,3498588;11,6038204;0;0
43,8998441;12,8769852;0,073753372;0,109639511
48,0434357;13,9808495;0;0
42,7636689;13,7937944;0;0
44,5339228;4,363606;1,123680234;1,550292373
43,3502635;-5,130897;0;0
43,2321182;-5,5825822;0;0
